freq_hz,period_s,power_ms2hz,tier
6.01501877e-05,1.6625e+04,1.256186e+08,circadian
6.02747184e-05,1.6591e+04,1.250892e+08,circadian
6.03992491e-05,1.6556e+04,1.245429e+08,circadian
6.05237797e-05,1.6522e+04,1.239824e+08,circadian
6.06483104e-05,1.6489e+04,1.234098e+08,circadian
6.07728411e-05,1.6455e+04,1.228264e+08,circadian
6.08973717e-05,1.6421e+04,1.222334e+08,circadian
6.10219024e-05,1.6388e+04,1.216312e+08,circadian
6.11464330e-05,1.6354e+04,1.210199e+08,circadian
6.12709637e-05,1.6321e+04,1.203992e+08,circadian
6.13954944e-05,1.6288e+04,1.197685e+08,circadian
6.15200250e-05,1.6255e+04,1.191270e+08,circadian
6.16445557e-05,1.6222e+04,1.184736e+08,circadian
6.17690864e-05,1.6189e+04,1.178073e+08,circadian
6.18936170e-05,1.6157e+04,1.171268e+08,circadian
6.20181477e-05,1.6124e+04,1.164312e+08,circadian
6.21426783e-05,1.6092e+04,1.157195e+08,circadian
6.22672090e-05,1.6060e+04,1.149908e+08,circadian
6.23917397e-05,1.6028e+04,1.142449e+08,circadian
6.25162703e-05,1.5996e+04,1.134815e+08,circadian
6.26408010e-05,1.5964e+04,1.127009e+08,circadian
6.27653317e-05,1.5932e+04,1.119037e+08,circadian
6.28898623e-05,1.5901e+04,1.110911e+08,circadian
6.30143930e-05,1.5869e+04,1.102647e+08,circadian
6.31389237e-05,1.5838e+04,1.094266e+08,circadian
6.32634543e-05,1.5807e+04,1.085794e+08,circadian
6.33879850e-05,1.5776e+04,1.077262e+08,circadian
6.35125156e-05,1.5745e+04,1.068707e+08,circadian
6.36370463e-05,1.5714e+04,1.060169e+08,circadian
6.37615770e-05,1.5683e+04,1.051693e+08,circadian
6.38861076e-05,1.5653e+04,1.043330e+08,circadian
6.40106383e-05,1.5622e+04,1.035132e+08,circadian
6.41351690e-05,1.5592e+04,1.027156e+08,circadian
6.42596996e-05,1.5562e+04,1.019462e+08,circadian
6.43842303e-05,1.5532e+04,1.012111e+08,circadian
6.45087610e-05,1.5502e+04,1.005166e+08,circadian
6.46332916e-05,1.5472e+04,9.986933e+07,circadian
6.47578223e-05,1.5442e+04,9.927578e+07,circadian
6.48823529e-05,1.5413e+04,9.874253e+07,circadian
6.50068836e-05,1.5383e+04,9.827613e+07,circadian
6.51314143e-05,1.5354e+04,9.788304e+07,circadian
6.52559449e-05,1.5324e+04,9.756954e+07,circadian
6.53804756e-05,1.5295e+04,9.734176e+07,circadian
6.55050063e-05,1.5266e+04,9.720556e+07,circadian
6.56295369e-05,1.5237e+04,9.716652e+07,circadian
6.57540676e-05,1.5208e+04,9.722989e+07,circadian
6.58785982e-05,1.5179e+04,9.740052e+07,circadian
6.60031289e-05,1.5151e+04,9.768289e+07,circadian
6.61276596e-05,1.5122e+04,9.808102e+07,circadian
6.62521902e-05,1.5094e+04,9.859844e+07,circadian
6.63767209e-05,1.5066e+04,9.923822e+07,circadian
6.65012516e-05,1.5037e+04,1.000029e+08,circadian
6.66257822e-05,1.5009e+04,1.008944e+08,circadian
6.67503129e-05,1.4981e+04,1.019143e+08,circadian
6.68748436e-05,1.4953e+04,1.030635e+08,circadian
6.69993742e-05,1.4926e+04,1.043422e+08,circadian
6.71239049e-05,1.4898e+04,1.057504e+08,circadian
6.72484355e-05,1.4870e+04,1.072873e+08,circadian
6.73729662e-05,1.4843e+04,1.089517e+08,circadian
6.74974969e-05,1.4815e+04,1.107418e+08,circadian
6.76220275e-05,1.4788e+04,1.126553e+08,circadian
6.77465582e-05,1.4761e+04,1.146895e+08,circadian
6.78710889e-05,1.4734e+04,1.168413e+08,circadian
6.79956195e-05,1.4707e+04,1.191070e+08,circadian
6.81201502e-05,1.4680e+04,1.214826e+08,circadian
6.82446809e-05,1.4653e+04,1.239639e+08,circadian
6.83692115e-05,1.4626e+04,1.265460e+08,circadian
6.84937422e-05,1.4600e+04,1.292241e+08,circadian
6.86182728e-05,1.4573e+04,1.319927e+08,circadian
6.87428035e-05,1.4547e+04,1.348464e+08,circadian
6.88673342e-05,1.4521e+04,1.377795e+08,circadian
6.89918648e-05,1.4494e+04,1.407858e+08,circadian
6.91163955e-05,1.4468e+04,1.438592e+08,circadian
6.92409262e-05,1.4442e+04,1.469934e+08,circadian
6.93654568e-05,1.4416e+04,1.501819e+08,circadian
6.94899875e-05,1.4391e+04,1.534180e+08,circadian
6.96145181e-05,1.4365e+04,1.566949e+08,circadian
6.97390488e-05,1.4339e+04,1.600058e+08,circadian
6.98635795e-05,1.4314e+04,1.633436e+08,circadian
6.99881101e-05,1.4288e+04,1.667013e+08,circadian
7.01126408e-05,1.4263e+04,1.700714e+08,circadian
7.02371715e-05,1.4237e+04,1.734469e+08,circadian
7.03617021e-05,1.4212e+04,1.768202e+08,circadian
7.04862328e-05,1.4187e+04,1.801837e+08,circadian
7.06107635e-05,1.4162e+04,1.835300e+08,circadian
7.07352941e-05,1.4137e+04,1.868512e+08,circadian
7.08598248e-05,1.4112e+04,1.901395e+08,circadian
7.09843554e-05,1.4088e+04,1.933872e+08,circadian
7.11088861e-05,1.4063e+04,1.965862e+08,circadian
7.12334168e-05,1.4038e+04,1.997285e+08,circadian
7.13579474e-05,1.4014e+04,2.028061e+08,circadian
7.14824781e-05,1.3989e+04,2.058109e+08,circadian
7.16070088e-05,1.3965e+04,2.087346e+08,circadian
7.17315394e-05,1.3941e+04,2.115693e+08,circadian
7.18560701e-05,1.3917e+04,2.143068e+08,circadian
7.19806008e-05,1.3893e+04,2.169391e+08,circadian
7.21051314e-05,1.3869e+04,2.194585e+08,circadian
7.22296621e-05,1.3845e+04,2.218570e+08,circadian
7.23541927e-05,1.3821e+04,2.241273e+08,circadian
7.24787234e-05,1.3797e+04,2.262620e+08,circadian
7.26032541e-05,1.3773e+04,2.282542e+08,circadian
7.27277847e-05,1.3750e+04,2.300973e+08,circadian
7.28523154e-05,1.3726e+04,2.317851e+08,circadian
7.29768461e-05,1.3703e+04,2.333120e+08,circadian
7.31013767e-05,1.3680e+04,2.346730e+08,circadian
7.32259074e-05,1.3656e+04,2.358636e+08,circadian
7.33504380e-05,1.3633e+04,2.368800e+08,circadian
7.34749687e-05,1.3610e+04,2.377192e+08,circadian
7.35994994e-05,1.3587e+04,2.383792e+08,circadian
7.37240300e-05,1.3564e+04,2.388585e+08,circadian
7.38485607e-05,1.3541e+04,2.391569e+08,circadian
7.39730914e-05,1.3518e+04,2.392748e+08,circadian
7.40976220e-05,1.3496e+04,2.392137e+08,circadian
7.42221527e-05,1.3473e+04,2.389763e+08,circadian
7.43466834e-05,1.3450e+04,2.385659e+08,circadian
7.44712140e-05,1.3428e+04,2.379869e+08,circadian
7.45957447e-05,1.3406e+04,2.372449e+08,circadian
7.47202753e-05,1.3383e+04,2.363460e+08,circadian
7.48448060e-05,1.3361e+04,2.352974e+08,circadian
7.49693367e-05,1.3339e+04,2.341069e+08,circadian
7.50938673e-05,1.3317e+04,2.327831e+08,circadian
7.52183980e-05,1.3295e+04,2.313353e+08,circadian
7.53429287e-05,1.3273e+04,2.297730e+08,circadian
7.54674593e-05,1.3251e+04,2.281063e+08,circadian
7.55919900e-05,1.3229e+04,2.263456e+08,circadian
7.57165207e-05,1.3207e+04,2.245014e+08,circadian
7.58410513e-05,1.3185e+04,2.225841e+08,circadian
7.59655820e-05,1.3164e+04,2.206043e+08,circadian
7.60901126e-05,1.3142e+04,2.185720e+08,circadian
7.62146433e-05,1.3121e+04,2.164974e+08,circadian
7.63391740e-05,1.3099e+04,2.143898e+08,circadian
7.64637046e-05,1.3078e+04,2.122583e+08,circadian
7.65882353e-05,1.3057e+04,2.101114e+08,circadian
7.67127660e-05,1.3036e+04,2.079569e+08,circadian
7.68372966e-05,1.3015e+04,2.058018e+08,circadian
7.69618273e-05,1.2993e+04,2.036524e+08,circadian
7.70863579e-05,1.2972e+04,2.015143e+08,circadian
7.72108886e-05,1.2952e+04,1.993924e+08,circadian
7.73354193e-05,1.2931e+04,1.972904e+08,circadian
7.74599499e-05,1.2910e+04,1.952118e+08,circadian
7.75844806e-05,1.2889e+04,1.931589e+08,circadian
7.77090113e-05,1.2869e+04,1.911335e+08,circadian
7.78335419e-05,1.2848e+04,1.891366e+08,circadian
7.79580726e-05,1.2827e+04,1.871687e+08,circadian
7.80826033e-05,1.2807e+04,1.852298e+08,circadian
7.82071339e-05,1.2787e+04,1.833194e+08,circadian
7.83316646e-05,1.2766e+04,1.814364e+08,circadian
7.84561952e-05,1.2746e+04,1.795796e+08,circadian
7.85807259e-05,1.2726e+04,1.777476e+08,circadian
7.87052566e-05,1.2706e+04,1.759385e+08,circadian
7.88297872e-05,1.2686e+04,1.741507e+08,circadian
7.89543179e-05,1.2666e+04,1.723823e+08,circadian
7.90788486e-05,1.2646e+04,1.706315e+08,circadian
7.92033792e-05,1.2626e+04,1.688968e+08,circadian
7.93279099e-05,1.2606e+04,1.671764e+08,circadian
7.94524406e-05,1.2586e+04,1.654692e+08,circadian
7.95769712e-05,1.2566e+04,1.637739e+08,circadian
7.97015019e-05,1.2547e+04,1.620899e+08,circadian
7.98260325e-05,1.2527e+04,1.604164e+08,circadian
7.99505632e-05,1.2508e+04,1.587532e+08,circadian
8.00750939e-05,1.2488e+04,1.571004e+08,circadian
8.01996245e-05,1.2469e+04,1.554583e+08,circadian
8.03241552e-05,1.2450e+04,1.538276e+08,circadian
8.04486859e-05,1.2430e+04,1.522093e+08,circadian
8.05732165e-05,1.2411e+04,1.506044e+08,circadian
8.06977472e-05,1.2392e+04,1.490145e+08,circadian
8.08222778e-05,1.2373e+04,1.474413e+08,circadian
8.09468085e-05,1.2354e+04,1.458866e+08,circadian
8.10713392e-05,1.2335e+04,1.443524e+08,circadian
8.11958698e-05,1.2316e+04,1.428409e+08,circadian
8.13204005e-05,1.2297e+04,1.413544e+08,circadian
8.14449312e-05,1.2278e+04,1.398952e+08,circadian
8.15694618e-05,1.2259e+04,1.384656e+08,circadian
8.16939925e-05,1.2241e+04,1.370681e+08,circadian
8.18185232e-05,1.2222e+04,1.357049e+08,circadian
8.19430538e-05,1.2204e+04,1.343784e+08,circadian
8.20675845e-05,1.2185e+04,1.330907e+08,circadian
8.21921151e-05,1.2167e+04,1.318440e+08,circadian
8.23166458e-05,1.2148e+04,1.306402e+08,circadian
8.24411765e-05,1.2130e+04,1.294811e+08,circadian
8.25657071e-05,1.2112e+04,1.283686e+08,circadian
8.26902378e-05,1.2093e+04,1.273039e+08,circadian
8.28147685e-05,1.2075e+04,1.262885e+08,circadian
8.29392991e-05,1.2057e+04,1.253234e+08,circadian
8.30638298e-05,1.2039e+04,1.244096e+08,circadian
8.31883605e-05,1.2021e+04,1.235477e+08,circadian
8.33128911e-05,1.2003e+04,1.227383e+08,circadian
8.34374218e-05,1.1985e+04,1.219815e+08,circadian
8.35619524e-05,1.1967e+04,1.212775e+08,circadian
8.36864831e-05,1.1949e+04,1.206260e+08,circadian
8.38110138e-05,1.1932e+04,1.200267e+08,circadian
8.39355444e-05,1.1914e+04,1.194789e+08,circadian
8.40600751e-05,1.1896e+04,1.189819e+08,circadian
8.41846058e-05,1.1879e+04,1.185347e+08,circadian
8.43091364e-05,1.1861e+04,1.181361e+08,circadian
8.44336671e-05,1.1844e+04,1.177847e+08,circadian
8.45581977e-05,1.1826e+04,1.174789e+08,circadian
8.46827284e-05,1.1809e+04,1.172170e+08,circadian
8.48072591e-05,1.1791e+04,1.169970e+08,circadian
8.49317897e-05,1.1774e+04,1.168170e+08,circadian
8.50563204e-05,1.1757e+04,1.166746e+08,circadian
8.51808511e-05,1.1740e+04,1.165674e+08,circadian
8.53053817e-05,1.1723e+04,1.164930e+08,circadian
8.54299124e-05,1.1706e+04,1.164486e+08,circadian
8.55544431e-05,1.1688e+04,1.164315e+08,circadian
8.56789737e-05,1.1671e+04,1.164387e+08,circadian
8.58035044e-05,1.1655e+04,1.164671e+08,circadian
8.59280350e-05,1.1638e+04,1.165135e+08,circadian
8.60525657e-05,1.1621e+04,1.165747e+08,circadian
8.61770964e-05,1.1604e+04,1.166473e+08,circadian
8.63016270e-05,1.1587e+04,1.167277e+08,circadian
8.64261577e-05,1.1571e+04,1.168123e+08,circadian
8.65506884e-05,1.1554e+04,1.168974e+08,circadian
8.66752190e-05,1.1537e+04,1.169793e+08,circadian
8.67997497e-05,1.1521e+04,1.170541e+08,circadian
8.69242804e-05,1.1504e+04,1.171179e+08,circadian
8.70488110e-05,1.1488e+04,1.171668e+08,circadian
8.71733417e-05,1.1471e+04,1.171967e+08,circadian
8.72978723e-05,1.1455e+04,1.172036e+08,circadian
8.74224030e-05,1.1439e+04,1.171834e+08,circadian
8.75469337e-05,1.1422e+04,1.171322e+08,circadian
8.76714643e-05,1.1406e+04,1.170460e+08,circadian
8.77959950e-05,1.1390e+04,1.169208e+08,circadian
8.79205257e-05,1.1374e+04,1.167527e+08,circadian
8.80450563e-05,1.1358e+04,1.165379e+08,circadian
8.81695870e-05,1.1342e+04,1.162727e+08,circadian
8.82941176e-05,1.1326e+04,1.159536e+08,circadian
8.84186483e-05,1.1310e+04,1.155772e+08,circadian
8.85431790e-05,1.1294e+04,1.151404e+08,circadian
8.86677096e-05,1.1278e+04,1.146401e+08,circadian
8.87922403e-05,1.1262e+04,1.140736e+08,circadian
8.89167710e-05,1.1246e+04,1.134386e+08,circadian
8.90413016e-05,1.1231e+04,1.127329e+08,circadian
8.91658323e-05,1.1215e+04,1.119548e+08,circadian
8.92903630e-05,1.1199e+04,1.111027e+08,circadian
8.94148936e-05,1.1184e+04,1.101756e+08,circadian
8.95394243e-05,1.1168e+04,1.091730e+08,circadian
8.96639549e-05,1.1153e+04,1.080945e+08,circadian
8.97884856e-05,1.1137e+04,1.069404e+08,circadian
8.99130163e-05,1.1122e+04,1.057114e+08,circadian
9.00375469e-05,1.1106e+04,1.044085e+08,circadian
9.01620776e-05,1.1091e+04,1.030335e+08,circadian
9.02866083e-05,1.1076e+04,1.015881e+08,circadian
9.04111389e-05,1.1061e+04,1.000751e+08,circadian
9.05356696e-05,1.1045e+04,9.849713e+07,circadian
9.06602003e-05,1.1030e+04,9.685767e+07,circadian
9.07847309e-05,1.1015e+04,9.516038e+07,circadian
9.09092616e-05,1.1000e+04,9.340930e+07,circadian
9.10337922e-05,1.0985e+04,9.160883e+07,circadian
9.11583229e-05,1.0970e+04,8.976362e+07,circadian
9.12828536e-05,1.0955e+04,8.787859e+07,circadian
9.14073842e-05,1.0940e+04,8.595883e+07,circadian
9.15319149e-05,1.0925e+04,8.400960e+07,circadian
9.16564456e-05,1.0910e+04,8.203625e+07,circadian
9.17809762e-05,1.0896e+04,8.004418e+07,circadian
9.19055069e-05,1.0881e+04,7.803878e+07,circadian
9.20300375e-05,1.0866e+04,7.602540e+07,circadian
9.21545682e-05,1.0851e+04,7.400928e+07,circadian
9.22790989e-05,1.0837e+04,7.199554e+07,circadian
9.24036295e-05,1.0822e+04,6.998910e+07,circadian
9.25281602e-05,1.0808e+04,6.799465e+07,circadian
9.26526909e-05,1.0793e+04,6.601666e+07,circadian
9.27772215e-05,1.0779e+04,6.405928e+07,circadian
9.29017522e-05,1.0764e+04,6.212639e+07,circadian
9.30262829e-05,1.0750e+04,6.022154e+07,circadian
9.31508135e-05,1.0735e+04,5.834795e+07,circadian
9.32753442e-05,1.0721e+04,5.650850e+07,circadian
9.33998748e-05,1.0707e+04,5.470575e+07,circadian
9.35244055e-05,1.0692e+04,5.294191e+07,circadian
9.36489362e-05,1.0678e+04,5.121889e+07,circadian
9.37734668e-05,1.0664e+04,4.953829e+07,circadian
9.38979975e-05,1.0650e+04,4.790142e+07,circadian
9.40225282e-05,1.0636e+04,4.630932e+07,circadian
9.41470588e-05,1.0622e+04,4.476281e+07,circadian
9.42715895e-05,1.0608e+04,4.326248e+07,circadian
9.43961202e-05,1.0594e+04,4.180874e+07,circadian
9.45206508e-05,1.0580e+04,4.040186e+07,circadian
9.46451815e-05,1.0566e+04,3.904196e+07,circadian
9.47697121e-05,1.0552e+04,3.772910e+07,circadian
9.48942428e-05,1.0538e+04,3.646324e+07,circadian
9.50187735e-05,1.0524e+04,3.524434e+07,circadian
9.51433041e-05,1.0510e+04,3.407233e+07,circadian
9.52678348e-05,1.0497e+04,3.294718e+07,circadian
9.53923655e-05,1.0483e+04,3.186887e+07,circadian
9.55168961e-05,1.0469e+04,3.083749e+07,circadian
9.56414268e-05,1.0456e+04,2.985319e+07,circadian
9.57659574e-05,1.0442e+04,2.891622e+07,circadian
9.58904881e-05,1.0429e+04,2.802698e+07,circadian
9.60150188e-05,1.0415e+04,2.718596e+07,circadian
9.61395494e-05,1.0402e+04,2.639382e+07,circadian
9.62640801e-05,1.0388e+04,2.565137e+07,circadian
9.63886108e-05,1.0375e+04,2.495956e+07,circadian
9.65131414e-05,1.0361e+04,2.431953e+07,circadian
9.66376721e-05,1.0348e+04,2.373253e+07,circadian
9.67622028e-05,1.0335e+04,2.320003e+07,circadian
9.68867334e-05,1.0321e+04,2.272361e+07,circadian
9.70112641e-05,1.0308e+04,2.230503e+07,circadian
9.71357947e-05,1.0295e+04,2.194618e+07,circadian
9.72603254e-05,1.0282e+04,2.164910e+07,circadian
9.73848561e-05,1.0269e+04,2.141595e+07,circadian
9.75093867e-05,1.0255e+04,2.124900e+07,circadian
9.76339174e-05,1.0242e+04,2.115063e+07,circadian
9.77584481e-05,1.0229e+04,2.112331e+07,circadian
9.78829787e-05,1.0216e+04,2.116958e+07,circadian
9.80075094e-05,1.0203e+04,2.129202e+07,circadian
9.81320401e-05,1.0190e+04,2.149325e+07,circadian
9.82565707e-05,1.0177e+04,2.177592e+07,circadian
9.83811014e-05,1.0165e+04,2.214263e+07,circadian
9.85056320e-05,1.0152e+04,2.259599e+07,circadian
9.86301627e-05,1.0139e+04,2.313853e+07,circadian
9.87546934e-05,1.0126e+04,2.377269e+07,circadian
9.88792240e-05,1.0113e+04,2.450081e+07,circadian
9.90037547e-05,1.0101e+04,2.532511e+07,circadian
9.91282854e-05,1.0088e+04,2.624764e+07,circadian
9.92528160e-05,1.0075e+04,2.727025e+07,circadian
9.93773467e-05,1.0063e+04,2.839461e+07,circadian
9.95018773e-05,1.0050e+04,2.962213e+07,circadian
9.96264080e-05,1.0037e+04,3.095397e+07,circadian
9.97509387e-05,1.0025e+04,3.239101e+07,circadian
9.98754693e-05,1.0012e+04,3.393382e+07,circadian
1.00000000e-04,1.0000e+04,3.558268e+07,circadian
1.12265332e-04,8.9075e+03,2.053054e+07,vlf_ulf
1.24718398e-04,8.0181e+03,1.558768e+07,vlf_ulf
1.37171464e-04,7.2901e+03,1.275110e+07,vlf_ulf
1.49624531e-04,6.6834e+03,1.149652e+07,vlf_ulf
1.62077597e-04,6.1699e+03,1.083277e+07,vlf_ulf
1.74530663e-04,5.7297e+03,9.999539e+06,vlf_ulf
1.86983730e-04,5.3481e+03,8.829309e+06,vlf_ulf
1.99436796e-04,5.0141e+03,8.090509e+06,vlf_ulf
2.11889862e-04,4.7194e+03,8.133853e+06,vlf_ulf
2.24342929e-04,4.4575e+03,8.480129e+06,vlf_ulf
2.36795995e-04,4.2230e+03,8.589032e+06,vlf_ulf
2.49249061e-04,4.0121e+03,8.060755e+06,vlf_ulf
2.61702128e-04,3.8211e+03,6.997403e+06,vlf_ulf
2.74155194e-04,3.6476e+03,6.132091e+06,vlf_ulf
2.86608260e-04,3.4891e+03,5.922077e+06,vlf_ulf
2.99061327e-04,3.3438e+03,6.179111e+06,vlf_ulf
3.11514393e-04,3.2101e+03,6.421400e+06,vlf_ulf
3.23967459e-04,3.0867e+03,6.195439e+06,vlf_ulf
3.36420526e-04,2.9725e+03,5.445335e+06,vlf_ulf
3.48873592e-04,2.8664e+03,4.564267e+06,vlf_ulf
3.61326658e-04,2.7676e+03,3.964795e+06,vlf_ulf
3.73779725e-04,2.6754e+03,3.790281e+06,vlf_ulf
3.86232791e-04,2.5891e+03,3.866389e+06,vlf_ulf
3.98685857e-04,2.5082e+03,3.903336e+06,vlf_ulf
4.11138924e-04,2.4323e+03,3.775010e+06,vlf_ulf
4.23591990e-04,2.3608e+03,3.543373e+06,vlf_ulf
4.36045056e-04,2.2933e+03,3.340032e+06,vlf_ulf
4.48498123e-04,2.2297e+03,3.238388e+06,vlf_ulf
4.60951189e-04,2.1694e+03,3.190112e+06,vlf_ulf
4.73404255e-04,2.1124e+03,3.122665e+06,vlf_ulf
4.85857322e-04,2.0582e+03,3.002498e+06,vlf_ulf
4.98310388e-04,2.0068e+03,2.831651e+06,vlf_ulf
5.10763454e-04,1.9579e+03,2.665003e+06,vlf_ulf
5.23216521e-04,1.9113e+03,2.549449e+06,vlf_ulf
5.35669587e-04,1.8668e+03,2.491428e+06,vlf_ulf
5.48122653e-04,1.8244e+03,2.501038e+06,vlf_ulf
5.60575720e-04,1.7839e+03,2.558327e+06,vlf_ulf
5.73028786e-04,1.7451e+03,2.609086e+06,vlf_ulf
5.85481852e-04,1.7080e+03,2.620103e+06,vlf_ulf
5.97934919e-04,1.6724e+03,2.583233e+06,vlf_ulf
6.10387985e-04,1.6383e+03,2.523354e+06,vlf_ulf
6.22841051e-04,1.6055e+03,2.483815e+06,vlf_ulf
6.35294118e-04,1.5741e+03,2.474085e+06,vlf_ulf
6.47747184e-04,1.5438e+03,2.468714e+06,vlf_ulf
6.60200250e-04,1.5147e+03,2.415801e+06,vlf_ulf
6.72653317e-04,1.4866e+03,2.268349e+06,vlf_ulf
6.85106383e-04,1.4596e+03,2.053512e+06,vlf_ulf
6.97559449e-04,1.4336e+03,1.853009e+06,vlf_ulf
7.10012516e-04,1.4084e+03,1.737721e+06,vlf_ulf
7.22465582e-04,1.3841e+03,1.739836e+06,vlf_ulf
7.34918648e-04,1.3607e+03,1.821644e+06,vlf_ulf
7.47371715e-04,1.3380e+03,1.901938e+06,vlf_ulf
7.59824781e-04,1.3161e+03,1.921626e+06,vlf_ulf
7.72277847e-04,1.2949e+03,1.860125e+06,vlf_ulf
7.84730914e-04,1.2743e+03,1.748384e+06,vlf_ulf
7.97183980e-04,1.2544e+03,1.653701e+06,vlf_ulf
8.09637046e-04,1.2351e+03,1.614054e+06,vlf_ulf
8.22090113e-04,1.2164e+03,1.622292e+06,vlf_ulf
8.34543179e-04,1.1983e+03,1.643785e+06,vlf_ulf
8.46996245e-04,1.1806e+03,1.633910e+06,vlf_ulf
8.59449312e-04,1.1635e+03,1.577551e+06,vlf_ulf
8.71902378e-04,1.1469e+03,1.495791e+06,vlf_ulf
8.84355444e-04,1.1308e+03,1.421070e+06,vlf_ulf
8.96808511e-04,1.1151e+03,1.382189e+06,vlf_ulf
9.09261577e-04,1.0998e+03,1.380126e+06,vlf_ulf
9.21714643e-04,1.0849e+03,1.391284e+06,vlf_ulf
9.34167710e-04,1.0705e+03,1.401558e+06,vlf_ulf
9.46620776e-04,1.0564e+03,1.409224e+06,vlf_ulf
9.59073842e-04,1.0427e+03,1.410741e+06,vlf_ulf
9.71526909e-04,1.0293e+03,1.397423e+06,vlf_ulf
9.83979975e-04,1.0163e+03,1.357111e+06,vlf_ulf
9.96433041e-04,1.0036e+03,1.287945e+06,vlf_ulf
1.00888611e-03,9.9119e+02,1.209777e+06,vlf_ulf
1.02133917e-03,9.7911e+02,1.159097e+06,vlf_ulf
1.03379224e-03,9.6731e+02,1.162931e+06,vlf_ulf
1.04624531e-03,9.5580e+02,1.205262e+06,vlf_ulf
1.05869837e-03,9.4456e+02,1.239556e+06,vlf_ulf
1.07115144e-03,9.3357e+02,1.231196e+06,vlf_ulf
1.08360451e-03,9.2285e+02,1.176370e+06,vlf_ulf
1.09605757e-03,9.1236e+02,1.103348e+06,vlf_ulf
1.10851064e-03,9.0211e+02,1.048043e+06,vlf_ulf
1.12096370e-03,8.9209e+02,1.016248e+06,vlf_ulf
1.13341677e-03,8.8229e+02,9.916938e+05,vlf_ulf
1.14586984e-03,8.7270e+02,9.660067e+05,vlf_ulf
1.15832290e-03,8.6332e+02,9.486495e+05,vlf_ulf
1.17077597e-03,8.5413e+02,9.649035e+05,vlf_ulf
1.18322904e-03,8.4514e+02,1.028321e+06,vlf_ulf
1.19568210e-03,8.3634e+02,1.113031e+06,vlf_ulf
1.20813517e-03,8.2772e+02,1.173418e+06,vlf_ulf
1.22058824e-03,8.1928e+02,1.182537e+06,vlf_ulf
1.23304130e-03,8.1100e+02,1.151407e+06,vlf_ulf
1.24549437e-03,8.0289e+02,1.119555e+06,vlf_ulf
1.25794743e-03,7.9495e+02,1.116832e+06,vlf_ulf
1.27040050e-03,7.8715e+02,1.133338e+06,vlf_ulf
1.28285357e-03,7.7951e+02,1.128106e+06,vlf_ulf
1.29530663e-03,7.7202e+02,1.069895e+06,vlf_ulf
1.30775970e-03,7.6467e+02,9.746490e+05,vlf_ulf
1.32021277e-03,7.5745e+02,8.917306e+05,vlf_ulf
1.33266583e-03,7.5038e+02,8.568642e+05,vlf_ulf
1.34511890e-03,7.4343e+02,8.676651e+05,vlf_ulf
1.35757196e-03,7.3661e+02,8.877330e+05,vlf_ulf
1.37002503e-03,7.2991e+02,8.774098e+05,vlf_ulf
1.38247810e-03,7.2334e+02,8.320532e+05,vlf_ulf
1.39493116e-03,7.1688e+02,7.806439e+05,vlf_ulf
1.40738423e-03,7.1054e+02,7.547170e+05,vlf_ulf
1.41983730e-03,7.0431e+02,7.646838e+05,vlf_ulf
1.43229036e-03,6.9818e+02,7.933574e+05,vlf_ulf
1.44474343e-03,6.9216e+02,8.151260e+05,vlf_ulf
1.45719650e-03,6.8625e+02,8.215755e+05,vlf_ulf
1.46964956e-03,6.8043e+02,8.248330e+05,vlf_ulf
1.48210263e-03,6.7472e+02,8.439938e+05,vlf_ulf
1.49455569e-03,6.6910e+02,8.828507e+05,vlf_ulf
1.50700876e-03,6.6357e+02,9.183156e+05,vlf_ulf
1.51946183e-03,6.5813e+02,9.206372e+05,vlf_ulf
1.53191489e-03,6.5278e+02,8.808282e+05,vlf_ulf
1.54436796e-03,6.4751e+02,8.189438e+05,vlf_ulf
1.55682103e-03,6.4233e+02,7.732071e+05,vlf_ulf
1.56927409e-03,6.3724e+02,7.732985e+05,vlf_ulf
1.58172716e-03,6.3222e+02,8.183771e+05,vlf_ulf
1.59418023e-03,6.2728e+02,8.770137e+05,vlf_ulf
1.60663329e-03,6.2242e+02,9.052868e+05,vlf_ulf
1.61908636e-03,6.1763e+02,8.765162e+05,vlf_ulf
1.63153942e-03,6.1292e+02,8.002868e+05,vlf_ulf
1.64399249e-03,6.0828e+02,7.137561e+05,vlf_ulf
1.65644556e-03,6.0370e+02,6.577076e+05,vlf_ulf
1.66889862e-03,5.9920e+02,6.505669e+05,vlf_ulf
1.68135169e-03,5.9476e+02,6.782316e+05,vlf_ulf
1.69380476e-03,5.9039e+02,7.119457e+05,vlf_ulf
1.70625782e-03,5.8608e+02,7.319002e+05,vlf_ulf
1.71871089e-03,5.8183e+02,7.373314e+05,vlf_ulf
1.73116395e-03,5.7765e+02,7.410773e+05,vlf_ulf
1.74361702e-03,5.7352e+02,7.521947e+05,vlf_ulf
1.75607009e-03,5.6945e+02,7.661699e+05,vlf_ulf
1.76852315e-03,5.6544e+02,7.714401e+05,vlf_ulf
1.78097622e-03,5.6149e+02,7.606031e+05,vlf_ulf
1.79342929e-03,5.5759e+02,7.394749e+05,vlf_ulf
1.80588235e-03,5.5375e+02,7.241505e+05,vlf_ulf
1.81833542e-03,5.4995e+02,7.260788e+05,vlf_ulf
1.83078849e-03,5.4621e+02,7.437774e+05,vlf_ulf
1.84324155e-03,5.4252e+02,7.639329e+05,vlf_ulf
1.85569462e-03,5.3888e+02,7.676128e+05,vlf_ulf
