ts,STAGE,datetime,stage_label,datetime_local
1734185460,3,2024-12-14 14:11:00,Light,2024-12-14 15:11
1734185820,2,2024-12-14 14:17:00,REM,2024-12-14 15:17
1734186480,3,2024-12-14 14:28:00,Light,2024-12-14 15:28
1734186780,4,2024-12-14 14:33:00,Deep,2024-12-14 15:33
1734187020,4,2024-12-14 14:37:00,Deep,2024-12-14 15:37
1734187140,4,2024-12-14 14:39:00,Deep,2024-12-14 15:39
1734187200,3,2024-12-14 14:40:00,Light,2024-12-14 15:40
1734187320,5,2024-12-14 14:42:00,Awake,2024-12-14 15:42
1734187800,3,2024-12-14 14:50:00,Light,2024-12-14 15:50
1734188160,2,2024-12-14 14:56:00,REM,2024-12-14 15:56
1734188340,4,2024-12-14 14:59:00,Deep,2024-12-14 15:59
1734188760,4,2024-12-14 15:06:00,Deep,2024-12-14 16:06
1734188940,4,2024-12-14 15:09:00,Deep,2024-12-14 16:09
1734189060,3,2024-12-14 15:11:00,Light,2024-12-14 16:11
1734189240,3,2024-12-14 15:14:00,Light,2024-12-14 16:14
1734189360,5,2024-12-14 15:16:00,Awake,2024-12-14 16:16
1734190140,3,2024-12-14 15:29:00,Light,2024-12-14 16:29
1734190860,2,2024-12-14 15:41:00,REM,2024-12-14 16:41
1734192000,4,2024-12-14 16:00:00,Deep,2024-12-14 17:00
1734192060,4,2024-12-14 16:01:00,Deep,2024-12-14 17:01
1734192240,3,2024-12-14 16:04:00,Light,2024-12-14 17:04
1734192360,3,2024-12-14 16:06:00,Light,2024-12-14 17:06
1734192480,4,2024-12-14 16:08:00,Deep,2024-12-14 17:08
1734192660,3,2024-12-14 16:11:00,Light,2024-12-14 17:11
1734192780,5,2024-12-14 16:13:00,Awake,2024-12-14 17:13
1734193020,3,2024-12-14 16:17:00,Light,2024-12-14 17:17
1734193320,2,2024-12-14 16:22:00,REM,2024-12-14 17:22
1734194160,3,2024-12-14 16:36:00,Light,2024-12-14 17:36
1734194340,4,2024-12-14 16:39:00,Deep,2024-12-14 17:39
1734194460,2,2024-12-14 16:41:00,REM,2024-12-14 17:41
1734194640,3,2024-12-14 16:44:00,Light,2024-12-14 17:44
1734194760,2,2024-12-14 16:46:00,REM,2024-12-14 17:46
1734195120,4,2024-12-14 16:52:00,Deep,2024-12-14 17:52
1734195240,4,2024-12-14 16:54:00,Deep,2024-12-14 17:54
1734195600,3,2024-12-14 17:00:00,Light,2024-12-14 18:00
1734195960,3,2024-12-14 17:06:00,Light,2024-12-14 18:06
1734196080,5,2024-12-14 17:08:00,Awake,2024-12-14 18:08
1734196620,2,2024-12-14 17:17:00,REM,2024-12-14 18:17
1734198600,4,2024-12-14 17:50:00,Deep,2024-12-14 18:50
1734198720,3,2024-12-14 17:52:00,Light,2024-12-14 18:52
1734233280,3,2024-12-15 03:28:00,Light,2024-12-15 04:28
1734233640,2,2024-12-15 03:34:00,REM,2024-12-15 04:34
1734234180,4,2024-12-15 03:43:00,Deep,2024-12-15 04:43
1734235500,2,2024-12-15 04:05:00,REM,2024-12-15 05:05
1734236220,3,2024-12-15 04:17:00,Light,2024-12-15 05:17
1734236700,2,2024-12-15 04:25:00,REM,2024-12-15 05:25
1734238320,3,2024-12-15 04:52:00,Light,2024-12-15 05:52
1734239760,2,2024-12-15 05:16:00,REM,2024-12-15 06:16
1734240660,3,2024-12-15 05:31:00,Light,2024-12-15 06:31
1734241380,4,2024-12-15 05:43:00,Deep,2024-12-15 06:43
1734241860,3,2024-12-15 05:51:00,Light,2024-12-15 06:51
1734243660,4,2024-12-15 06:21:00,Deep,2024-12-15 07:21
1734244140,2,2024-12-15 06:29:00,REM,2024-12-15 07:29
1734244800,3,2024-12-15 06:40:00,Light,2024-12-15 07:40
1734245580,2,2024-12-15 06:53:00,REM,2024-12-15 07:53
1734246120,3,2024-12-15 07:02:00,Light,2024-12-15 08:02
1734247260,4,2024-12-15 07:21:00,Deep,2024-12-15 08:21
1734247860,2,2024-12-15 07:31:00,REM,2024-12-15 08:31
1734248460,3,2024-12-15 07:41:00,Light,2024-12-15 08:41
1734249420,4,2024-12-15 07:57:00,Deep,2024-12-15 08:57
1734305700,3,2024-12-15 23:35:00,Light,2024-12-16 00:35
1734306480,2,2024-12-15 23:48:00,REM,2024-12-16 00:48
1734308040,3,2024-12-16 00:14:00,Light,2024-12-16 01:14
1734309720,4,2024-12-16 00:42:00,Deep,2024-12-16 01:42
1734310380,2,2024-12-16 00:53:00,REM,2024-12-16 01:53
1734310860,3,2024-12-16 01:01:00,Light,2024-12-16 02:01
1734311820,4,2024-12-16 01:17:00,Deep,2024-12-16 02:17
1734312420,3,2024-12-16 01:27:00,Light,2024-12-16 02:27
1734312720,2,2024-12-16 01:32:00,REM,2024-12-16 02:32
1734314340,3,2024-12-16 01:59:00,Light,2024-12-16 02:59
1734315480,4,2024-12-16 02:18:00,Deep,2024-12-16 03:18
1734316560,2,2024-12-16 02:36:00,REM,2024-12-16 03:36
1734317460,3,2024-12-16 02:51:00,Light,2024-12-16 03:51
1734318960,4,2024-12-16 03:16:00,Deep,2024-12-16 04:16
1734321180,2,2024-12-16 03:53:00,REM,2024-12-16 04:53
1734323520,3,2024-12-16 04:32:00,Light,2024-12-16 05:32
1734325440,4,2024-12-16 05:04:00,Deep,2024-12-16 06:04
1734326940,2,2024-12-16 05:29:00,REM,2024-12-16 06:29
1734328380,3,2024-12-16 05:53:00,Light,2024-12-16 06:53
1734329100,4,2024-12-16 06:05:00,Deep,2024-12-16 07:05
1734329880,3,2024-12-16 06:18:00,Light,2024-12-16 07:18
1734330300,2,2024-12-16 06:25:00,REM,2024-12-16 07:25
1734331680,3,2024-12-16 06:48:00,Light,2024-12-16 07:48
1734333060,4,2024-12-16 07:11:00,Deep,2024-12-16 08:11
1734333600,3,2024-12-16 07:20:00,Light,2024-12-16 08:20
1734334620,2,2024-12-16 07:37:00,REM,2024-12-16 08:37
1734335220,4,2024-12-16 07:47:00,Deep,2024-12-16 08:47
1734335460,3,2024-12-16 07:51:00,Light,2024-12-16 08:51
1734394500,3,2024-12-17 00:15:00,Light,2024-12-17 01:15
1734395700,2,2024-12-17 00:35:00,REM,2024-12-17 01:35
1734397080,3,2024-12-17 00:58:00,Light,2024-12-17 01:58
1734398400,4,2024-12-17 01:20:00,Deep,2024-12-17 02:20
1734399240,2,2024-12-17 01:34:00,REM,2024-12-17 02:34
1734400320,3,2024-12-17 01:52:00,Light,2024-12-17 02:52
1734401340,4,2024-12-17 02:09:00,Deep,2024-12-17 03:09
1734402360,2,2024-12-17 02:26:00,REM,2024-12-17 03:26
1734403620,3,2024-12-17 02:47:00,Light,2024-12-17 03:47
1734404820,4,2024-12-17 03:07:00,Deep,2024-12-17 04:07
1734405480,3,2024-12-17 03:18:00,Light,2024-12-17 04:18
1734406140,2,2024-12-17 03:29:00,REM,2024-12-17 04:29
1734406920,3,2024-12-17 03:42:00,Light,2024-12-17 04:42
1734408540,4,2024-12-17 04:09:00,Deep,2024-12-17 05:09
1734410160,3,2024-12-17 04:36:00,Light,2024-12-17 05:36
1734410760,2,2024-12-17 04:46:00,REM,2024-12-17 05:46
1734411480,3,2024-12-17 04:58:00,Light,2024-12-17 05:58
1734412980,4,2024-12-17 05:23:00,Deep,2024-12-17 06:23
1734413820,2,2024-12-17 05:37:00,REM,2024-12-17 06:37
1734415020,3,2024-12-17 05:57:00,Light,2024-12-17 06:57
1734416640,4,2024-12-17 06:24:00,Deep,2024-12-17 07:24
1734417000,3,2024-12-17 06:30:00,Light,2024-12-17 07:30
1734478680,3,2024-12-17 23:38:00,Light,2024-12-18 00:38
1734479700,4,2024-12-17 23:55:00,Deep,2024-12-18 00:55
1734480120,3,2024-12-18 00:02:00,Light,2024-12-18 01:02
1734481500,2,2024-12-18 00:25:00,REM,2024-12-18 01:25
1734482760,3,2024-12-18 00:46:00,Light,2024-12-18 01:46
1734484560,4,2024-12-18 01:16:00,Deep,2024-12-18 02:16
1734486360,2,2024-12-18 01:46:00,REM,2024-12-18 02:46
1734487200,3,2024-12-18 02:00:00,Light,2024-12-18 03:00
1734488460,4,2024-12-18 02:21:00,Deep,2024-12-18 03:21
1734489300,2,2024-12-18 02:35:00,REM,2024-12-18 03:35
1734490680,4,2024-12-18 02:58:00,Deep,2024-12-18 03:58
1734491220,2,2024-12-18 03:07:00,REM,2024-12-18 04:07
1734492540,3,2024-12-18 03:29:00,Light,2024-12-18 04:29
1734494040,4,2024-12-18 03:54:00,Deep,2024-12-18 04:54
1734494580,2,2024-12-18 04:03:00,REM,2024-12-18 05:03
1734495840,3,2024-12-18 04:24:00,Light,2024-12-18 05:24
1734496320,4,2024-12-18 04:32:00,Deep,2024-12-18 05:32
1734496620,2,2024-12-18 04:37:00,REM,2024-12-18 05:37
1734497160,3,2024-12-18 04:46:00,Light,2024-12-18 05:46
1734499440,4,2024-12-18 05:24:00,Deep,2024-12-18 06:24
1734499920,2,2024-12-18 05:32:00,REM,2024-12-18 06:32
1734500820,3,2024-12-18 05:47:00,Light,2024-12-18 06:47
1734502800,4,2024-12-18 06:20:00,Deep,2024-12-18 07:20
1734502980,3,2024-12-18 06:23:00,Light,2024-12-18 07:23
1734566280,3,2024-12-18 23:58:00,Light,2024-12-19 00:58
1734567000,4,2024-12-19 00:10:00,Deep,2024-12-19 01:10
1734567120,2,2024-12-19 00:12:00,REM,2024-12-19 01:12
1734567300,3,2024-12-19 00:15:00,Light,2024-12-19 01:15
1734567840,4,2024-12-19 00:24:00,Deep,2024-12-19 01:24
1734568020,4,2024-12-19 00:27:00,Deep,2024-12-19 01:27
1734569100,3,2024-12-19 00:45:00,Light,2024-12-19 01:45
1734569280,2,2024-12-19 00:48:00,REM,2024-12-19 01:48
1734569460,3,2024-12-19 00:51:00,Light,2024-12-19 01:51
1734570540,4,2024-12-19 01:09:00,Deep,2024-12-19 02:09
1734570780,4,2024-12-19 01:13:00,Deep,2024-12-19 02:13
1734572700,3,2024-12-19 01:45:00,Light,2024-12-19 02:45
1734573060,2,2024-12-19 01:51:00,REM,2024-12-19 02:51
1734574140,4,2024-12-19 02:09:00,Deep,2024-12-19 03:09
1734574740,3,2024-12-19 02:19:00,Light,2024-12-19 03:19
1734574980,4,2024-12-19 02:23:00,Deep,2024-12-19 03:23
1734575160,2,2024-12-19 02:26:00,REM,2024-12-19 03:26
1734575340,2,2024-12-19 02:29:00,REM,2024-12-19 03:29
1734575700,4,2024-12-19 02:35:00,Deep,2024-12-19 03:35
1734576360,2,2024-12-19 02:46:00,REM,2024-12-19 03:46
1734576600,3,2024-12-19 02:50:00,Light,2024-12-19 03:50
1734577680,4,2024-12-19 03:08:00,Deep,2024-12-19 04:08
1734577860,4,2024-12-19 03:11:00,Deep,2024-12-19 04:11
1734578040,3,2024-12-19 03:14:00,Light,2024-12-19 04:14
1734579540,2,2024-12-19 03:39:00,REM,2024-12-19 04:39
1734579960,3,2024-12-19 03:46:00,Light,2024-12-19 04:46
1734580200,4,2024-12-19 03:50:00,Deep,2024-12-19 04:50
1734580380,2,2024-12-19 03:53:00,REM,2024-12-19 04:53
1734580740,3,2024-12-19 03:59:00,Light,2024-12-19 04:59
1734580860,4,2024-12-19 04:01:00,Deep,2024-12-19 05:01
1734581100,4,2024-12-19 04:05:00,Deep,2024-12-19 05:05
1734581760,2,2024-12-19 04:16:00,REM,2024-12-19 05:16
1734584220,3,2024-12-19 04:57:00,Light,2024-12-19 05:57
1734584400,3,2024-12-19 05:00:00,Light,2024-12-19 06:00
1734586020,4,2024-12-19 05:27:00,Deep,2024-12-19 06:27
1734586500,4,2024-12-19 05:35:00,Deep,2024-12-19 06:35
1734586920,2,2024-12-19 05:42:00,REM,2024-12-19 06:42
1734587700,3,2024-12-19 05:55:00,Light,2024-12-19 06:55
1734588060,4,2024-12-19 06:01:00,Deep,2024-12-19 07:01
1734588180,4,2024-12-19 06:03:00,Deep,2024-12-19 07:03
1734588600,3,2024-12-19 06:10:00,Light,2024-12-19 07:10
1734589260,2,2024-12-19 06:21:00,REM,2024-12-19 07:21
1734589620,4,2024-12-19 06:27:00,Deep,2024-12-19 07:27
1734589680,4,2024-12-19 06:28:00,Deep,2024-12-19 07:28
1734589860,3,2024-12-19 06:31:00,Light,2024-12-19 07:31
1734590100,3,2024-12-19 06:35:00,Light,2024-12-19 07:35
1734590220,5,2024-12-19 06:37:00,Awake,2024-12-19 07:37
1734590280,3,2024-12-19 06:38:00,Light,2024-12-19 07:38
1734652440,3,2024-12-19 23:54:00,Light,2024-12-20 00:54
1734653580,2,2024-12-20 00:13:00,REM,2024-12-20 01:13
1734654540,3,2024-12-20 00:29:00,Light,2024-12-20 01:29
1734655320,4,2024-12-20 00:42:00,Deep,2024-12-20 01:42
1734656040,4,2024-12-20 00:54:00,Deep,2024-12-20 01:54
1734657840,3,2024-12-20 01:24:00,Light,2024-12-20 02:24
1734659340,4,2024-12-20 01:49:00,Deep,2024-12-20 02:49
1734659580,4,2024-12-20 01:53:00,Deep,2024-12-20 02:53
1734659880,2,2024-12-20 01:58:00,REM,2024-12-20 02:58
1734660180,3,2024-12-20 02:03:00,Light,2024-12-20 03:03
1734660600,4,2024-12-20 02:10:00,Deep,2024-12-20 03:10
1734660960,4,2024-12-20 02:16:00,Deep,2024-12-20 03:16
1734661200,2,2024-12-20 02:20:00,REM,2024-12-20 03:20
1734661560,3,2024-12-20 02:26:00,Light,2024-12-20 03:26
1734661980,4,2024-12-20 02:33:00,Deep,2024-12-20 03:33
1734662100,4,2024-12-20 02:35:00,Deep,2024-12-20 03:35
1734662400,2,2024-12-20 02:40:00,REM,2024-12-20 03:40
1734662640,3,2024-12-20 02:44:00,Light,2024-12-20 03:44
1734663540,3,2024-12-20 02:59:00,Light,2024-12-20 03:59
1734663660,4,2024-12-20 03:01:00,Deep,2024-12-20 04:01
1734663900,4,2024-12-20 03:05:00,Deep,2024-12-20 04:05
1734664260,3,2024-12-20 03:11:00,Light,2024-12-20 04:11
1734664680,2,2024-12-20 03:18:00,REM,2024-12-20 04:18
1734665760,3,2024-12-20 03:36:00,Light,2024-12-20 04:36
1734666180,4,2024-12-20 03:43:00,Deep,2024-12-20 04:43
1734666300,4,2024-12-20 03:45:00,Deep,2024-12-20 04:45
1734667080,2,2024-12-20 03:58:00,REM,2024-12-20 04:58
1734668100,3,2024-12-20 04:15:00,Light,2024-12-20 05:15
1734668400,2,2024-12-20 04:20:00,REM,2024-12-20 05:20
1734669240,3,2024-12-20 04:34:00,Light,2024-12-20 05:34
1734669660,3,2024-12-20 04:41:00,Light,2024-12-20 05:41
1734670620,4,2024-12-20 04:57:00,Deep,2024-12-20 05:57
1734670680,4,2024-12-20 04:58:00,Deep,2024-12-20 05:58
1734671100,2,2024-12-20 05:05:00,REM,2024-12-20 06:05
1734672180,3,2024-12-20 05:23:00,Light,2024-12-20 06:23
1734672720,4,2024-12-20 05:32:00,Deep,2024-12-20 06:32
1734672780,4,2024-12-20 05:33:00,Deep,2024-12-20 06:33
1734673380,3,2024-12-20 05:43:00,Light,2024-12-20 06:43
1734673740,3,2024-12-20 05:49:00,Light,2024-12-20 06:49
1734674880,2,2024-12-20 06:08:00,REM,2024-12-20 07:08
1734675240,3,2024-12-20 06:14:00,Light,2024-12-20 07:14
1734675600,4,2024-12-20 06:20:00,Deep,2024-12-20 07:20
1734675660,3,2024-12-20 06:21:00,Light,2024-12-20 07:21
1734675900,4,2024-12-20 06:25:00,Deep,2024-12-20 07:25
1734676200,3,2024-12-20 06:30:00,Light,2024-12-20 07:30
1734676260,5,2024-12-20 06:31:00,Awake,2024-12-20 07:31
1734676320,3,2024-12-20 06:32:00,Light,2024-12-20 07:32
1734676680,2,2024-12-20 06:38:00,REM,2024-12-20 07:38
1734677280,3,2024-12-20 06:48:00,Light,2024-12-20 07:48
1734677700,2,2024-12-20 06:55:00,REM,2024-12-20 07:55
1734678000,4,2024-12-20 07:00:00,Deep,2024-12-20 08:00
1734678540,3,2024-12-20 07:09:00,Light,2024-12-20 08:09
1734741420,3,2024-12-21 00:37:00,Light,2024-12-21 01:37
1734742260,2,2024-12-21 00:51:00,REM,2024-12-21 01:51
1734742860,4,2024-12-21 01:01:00,Deep,2024-12-21 02:01
1734743100,2,2024-12-21 01:05:00,REM,2024-12-21 02:05
1734743220,4,2024-12-21 01:07:00,Deep,2024-12-21 02:07
1734743340,3,2024-12-21 01:09:00,Light,2024-12-21 02:09
1734743700,4,2024-12-21 01:15:00,Deep,2024-12-21 02:15
1734743760,2,2024-12-21 01:16:00,REM,2024-12-21 02:16
1734744000,2,2024-12-21 01:20:00,REM,2024-12-21 02:20
1734744420,4,2024-12-21 01:27:00,Deep,2024-12-21 02:27
1734745020,2,2024-12-21 01:37:00,REM,2024-12-21 02:37
1734746280,3,2024-12-21 01:58:00,Light,2024-12-21 02:58
1734746940,4,2024-12-21 02:09:00,Deep,2024-12-21 03:09
1734747120,4,2024-12-21 02:12:00,Deep,2024-12-21 03:12
1734747360,3,2024-12-21 02:16:00,Light,2024-12-21 03:16
1734748560,4,2024-12-21 02:36:00,Deep,2024-12-21 03:36
1734749160,2,2024-12-21 02:46:00,REM,2024-12-21 03:46
1734749280,3,2024-12-21 02:48:00,Light,2024-12-21 03:48
1734749760,3,2024-12-21 02:56:00,Light,2024-12-21 03:56
1734750720,4,2024-12-21 03:12:00,Deep,2024-12-21 04:12
1734750840,4,2024-12-21 03:14:00,Deep,2024-12-21 04:14
1734751140,2,2024-12-21 03:19:00,REM,2024-12-21 04:19
1734751200,2,2024-12-21 03:20:00,REM,2024-12-21 04:20
1734751920,3,2024-12-21 03:32:00,Light,2024-12-21 04:32
1734752880,3,2024-12-21 03:48:00,Light,2024-12-21 04:48
1734753900,4,2024-12-21 04:05:00,Deep,2024-12-21 05:05
1734754860,4,2024-12-21 04:21:00,Deep,2024-12-21 05:21
1734755940,2,2024-12-21 04:39:00,REM,2024-12-21 05:39
1734756360,4,2024-12-21 04:46:00,Deep,2024-12-21 05:46
1734756780,2,2024-12-21 04:53:00,REM,2024-12-21 05:53
1734757620,3,2024-12-21 05:07:00,Light,2024-12-21 06:07
1734758100,4,2024-12-21 05:15:00,Deep,2024-12-21 06:15
1734758400,3,2024-12-21 05:20:00,Light,2024-12-21 06:20
1734758460,2,2024-12-21 05:21:00,REM,2024-12-21 06:21
1734759120,3,2024-12-21 05:32:00,Light,2024-12-21 06:32
1734760620,4,2024-12-21 05:57:00,Deep,2024-12-21 06:57
1734761340,4,2024-12-21 06:09:00,Deep,2024-12-21 07:09
1734762840,2,2024-12-21 06:34:00,REM,2024-12-21 07:34
1734764100,3,2024-12-21 06:55:00,Light,2024-12-21 07:55
1734764220,3,2024-12-21 06:57:00,Light,2024-12-21 07:57
1734764460,4,2024-12-21 07:01:00,Deep,2024-12-21 08:01
1734764640,4,2024-12-21 07:04:00,Deep,2024-12-21 08:04
1734764760,3,2024-12-21 07:06:00,Light,2024-12-21 08:06
1734764940,5,2024-12-21 07:09:00,Awake,2024-12-21 08:09
1734765180,3,2024-12-21 07:13:00,Light,2024-12-21 08:13
1734765540,2,2024-12-21 07:19:00,REM,2024-12-21 08:19
1734766200,3,2024-12-21 07:30:00,Light,2024-12-21 08:30
1734767340,2,2024-12-21 07:49:00,REM,2024-12-21 08:49
1734768360,3,2024-12-21 08:06:00,Light,2024-12-21 09:06
1734768780,4,2024-12-21 08:13:00,Deep,2024-12-21 09:13
1734769380,2,2024-12-21 08:23:00,REM,2024-12-21 09:23
1734769500,4,2024-12-21 08:25:00,Deep,2024-12-21 09:25
1734769560,3,2024-12-21 08:26:00,Light,2024-12-21 09:26
1734820740,3,2024-12-21 22:39:00,Light,2024-12-21 23:39
1734821940,4,2024-12-21 22:59:00,Deep,2024-12-21 23:59
1734823140,2,2024-12-21 23:19:00,REM,2024-12-22 00:19
1734824100,3,2024-12-21 23:35:00,Light,2024-12-22 00:35
1734825540,4,2024-12-21 23:59:00,Deep,2024-12-22 00:59
1734826080,2,2024-12-22 00:08:00,REM,2024-12-22 01:08
1734826680,3,2024-12-22 00:18:00,Light,2024-12-22 01:18
1734827280,2,2024-12-22 00:28:00,REM,2024-12-22 01:28
1734828720,4,2024-12-22 00:52:00,Deep,2024-12-22 01:52
1734830040,2,2024-12-22 01:14:00,REM,2024-12-22 02:14
1734830820,3,2024-12-22 01:27:00,Light,2024-12-22 02:27
1734831780,4,2024-12-22 01:43:00,Deep,2024-12-22 02:43
1734832560,2,2024-12-22 01:56:00,REM,2024-12-22 02:56
1734834060,4,2024-12-22 02:21:00,Deep,2024-12-22 03:21
1734834900,3,2024-12-22 02:35:00,Light,2024-12-22 03:35
1734835200,4,2024-12-22 02:40:00,Deep,2024-12-22 03:40
1734835860,2,2024-12-22 02:51:00,REM,2024-12-22 03:51
1734836820,3,2024-12-22 03:07:00,Light,2024-12-22 04:07
1734838380,4,2024-12-22 03:33:00,Deep,2024-12-22 04:33
1734839040,3,2024-12-22 03:44:00,Light,2024-12-22 04:44
1734841200,4,2024-12-22 04:20:00,Deep,2024-12-22 05:20
1734841500,2,2024-12-22 04:25:00,REM,2024-12-22 05:25
1734842040,4,2024-12-22 04:34:00,Deep,2024-12-22 05:34
1734842760,3,2024-12-22 04:46:00,Light,2024-12-22 05:46
1734844200,2,2024-12-22 05:10:00,REM,2024-12-22 06:10
1734845160,4,2024-12-22 05:26:00,Deep,2024-12-22 06:26
1734846120,2,2024-12-22 05:42:00,REM,2024-12-22 06:42
1734847020,3,2024-12-22 05:57:00,Light,2024-12-22 06:57
1734848640,2,2024-12-22 06:24:00,REM,2024-12-22 07:24
1734849000,3,2024-12-22 06:30:00,Light,2024-12-22 07:30
1734849360,4,2024-12-22 06:36:00,Deep,2024-12-22 07:36
1734849960,2,2024-12-22 06:46:00,REM,2024-12-22 07:46
1734851160,3,2024-12-22 07:06:00,Light,2024-12-22 08:06
1734852300,4,2024-12-22 07:25:00,Deep,2024-12-22 08:25
1734852600,3,2024-12-22 07:30:00,Light,2024-12-22 08:30
1734853920,4,2024-12-22 07:52:00,Deep,2024-12-22 08:52
1734854220,2,2024-12-22 07:57:00,REM,2024-12-22 08:57
1734855180,4,2024-12-22 08:13:00,Deep,2024-12-22 09:13
1734855900,3,2024-12-22 08:25:00,Light,2024-12-22 09:25
1734911040,3,2024-12-22 23:44:00,Light,2024-12-23 00:44
1734912120,2,2024-12-23 00:02:00,REM,2024-12-23 01:02
1734912480,3,2024-12-23 00:08:00,Light,2024-12-23 01:08
1734912780,2,2024-12-23 00:13:00,REM,2024-12-23 01:13
1734913200,3,2024-12-23 00:20:00,Light,2024-12-23 01:20
1734913980,4,2024-12-23 00:33:00,Deep,2024-12-23 01:33
1734915720,2,2024-12-23 01:02:00,REM,2024-12-23 02:02
1734916320,3,2024-12-23 01:12:00,Light,2024-12-23 02:12
1734916980,4,2024-12-23 01:23:00,Deep,2024-12-23 02:23
1734918060,3,2024-12-23 01:41:00,Light,2024-12-23 02:41
1734918960,4,2024-12-23 01:56:00,Deep,2024-12-23 02:56
1734919500,2,2024-12-23 02:05:00,REM,2024-12-23 03:05
1734920880,3,2024-12-23 02:28:00,Light,2024-12-23 03:28
1734921180,2,2024-12-23 02:33:00,REM,2024-12-23 03:33
1734922260,3,2024-12-23 02:51:00,Light,2024-12-23 03:51
1734923580,4,2024-12-23 03:13:00,Deep,2024-12-23 04:13
1734925020,3,2024-12-23 03:37:00,Light,2024-12-23 04:37
1734926880,4,2024-12-23 04:08:00,Deep,2024-12-23 05:08
1734927540,2,2024-12-23 04:19:00,REM,2024-12-23 05:19
1734928260,3,2024-12-23 04:31:00,Light,2024-12-23 05:31
1734929880,4,2024-12-23 04:58:00,Deep,2024-12-23 05:58
1734930180,2,2024-12-23 05:03:00,REM,2024-12-23 06:03
1734931080,3,2024-12-23 05:18:00,Light,2024-12-23 06:18
1734931380,4,2024-12-23 05:23:00,Deep,2024-12-23 06:23
1734931680,2,2024-12-23 05:28:00,REM,2024-12-23 06:28
1734932940,3,2024-12-23 05:49:00,Light,2024-12-23 06:49
1734934800,2,2024-12-23 06:20:00,REM,2024-12-23 07:20
1734934860,4,2024-12-23 06:21:00,Deep,2024-12-23 07:21
1734935220,3,2024-12-23 06:27:00,Light,2024-12-23 07:27
1734995640,3,2024-12-23 23:14:00,Light,2024-12-24 00:14
1734997800,2,2024-12-23 23:50:00,REM,2024-12-24 00:50
1734998460,4,2024-12-24 00:01:00,Deep,2024-12-24 01:01
1734999840,2,2024-12-24 00:24:00,REM,2024-12-24 01:24
1735000920,3,2024-12-24 00:42:00,Light,2024-12-24 01:42
1735002120,2,2024-12-24 01:02:00,REM,2024-12-24 02:02
1735002840,4,2024-12-24 01:14:00,Deep,2024-12-24 02:14
1735004220,2,2024-12-24 01:37:00,REM,2024-12-24 02:37
1735005840,3,2024-12-24 02:04:00,Light,2024-12-24 03:04
1735008240,4,2024-12-24 02:44:00,Deep,2024-12-24 03:44
1735009080,2,2024-12-24 02:58:00,REM,2024-12-24 03:58
1735009980,3,2024-12-24 03:13:00,Light,2024-12-24 04:13
1735010520,2,2024-12-24 03:22:00,REM,2024-12-24 04:22
1735011300,3,2024-12-24 03:35:00,Light,2024-12-24 04:35
1735013220,4,2024-12-24 04:07:00,Deep,2024-12-24 05:07
1735014360,2,2024-12-24 04:26:00,REM,2024-12-24 05:26
1735016340,3,2024-12-24 04:59:00,Light,2024-12-24 05:59
1735018680,2,2024-12-24 05:38:00,REM,2024-12-24 06:38
1735019160,3,2024-12-24 05:46:00,Light,2024-12-24 06:46
1735019460,4,2024-12-24 05:51:00,Deep,2024-12-24 06:51
1735020780,2,2024-12-24 06:13:00,REM,2024-12-24 07:13
1735021560,3,2024-12-24 06:26:00,Light,2024-12-24 07:26
1735076760,3,2024-12-24 21:46:00,Light,2024-12-24 22:46
1735077780,4,2024-12-24 22:03:00,Deep,2024-12-24 23:03
1735078320,2,2024-12-24 22:12:00,REM,2024-12-24 23:12
1735078680,4,2024-12-24 22:18:00,Deep,2024-12-24 23:18
1735079400,2,2024-12-24 22:30:00,REM,2024-12-24 23:30
1735080420,3,2024-12-24 22:47:00,Light,2024-12-24 23:47
1735083540,4,2024-12-24 23:39:00,Deep,2024-12-25 00:39
1735084200,2,2024-12-24 23:50:00,REM,2024-12-25 00:50
1735085040,4,2024-12-25 00:04:00,Deep,2024-12-25 01:04
1735085940,2,2024-12-25 00:19:00,REM,2024-12-25 01:19
1735086960,3,2024-12-25 00:36:00,Light,2024-12-25 01:36
1735089180,2,2024-12-25 01:13:00,REM,2024-12-25 02:13
1735089840,4,2024-12-25 01:24:00,Deep,2024-12-25 02:24
1735090920,2,2024-12-25 01:42:00,REM,2024-12-25 02:42
1735092000,3,2024-12-25 02:00:00,Light,2024-12-25 03:00
1735094220,4,2024-12-25 02:37:00,Deep,2024-12-25 03:37
1735094820,2,2024-12-25 02:47:00,REM,2024-12-25 03:47
1735095240,4,2024-12-25 02:54:00,Deep,2024-12-25 03:54
1735096140,2,2024-12-25 03:09:00,REM,2024-12-25 04:09
1735097700,3,2024-12-25 03:35:00,Light,2024-12-25 04:35
1735099140,4,2024-12-25 03:59:00,Deep,2024-12-25 04:59
1735099740,3,2024-12-25 04:09:00,Light,2024-12-25 05:09
1735100220,4,2024-12-25 04:17:00,Deep,2024-12-25 05:17
1735101000,3,2024-12-25 04:30:00,Light,2024-12-25 05:30
1735103160,4,2024-12-25 05:06:00,Deep,2024-12-25 06:06
1735105020,2,2024-12-25 05:37:00,REM,2024-12-25 06:37
1735106520,3,2024-12-25 06:02:00,Light,2024-12-25 07:02
1735108020,4,2024-12-25 06:27:00,Deep,2024-12-25 07:27
1735108860,2,2024-12-25 06:41:00,REM,2024-12-25 07:41
