ts,STAGE,datetime,stage_label,datetime_local
1735110900,3,2024-12-25 07:15:00,Light,2024-12-25 08:15
1735113000,4,2024-12-25 07:50:00,Deep,2024-12-25 08:50
1735113960,3,2024-12-25 08:06:00,Light,2024-12-25 09:06
1735115460,4,2024-12-25 08:31:00,Deep,2024-12-25 09:31
1735115640,3,2024-12-25 08:34:00,Light,2024-12-25 09:34
1735174860,3,2024-12-26 01:01:00,Light,2024-12-26 02:01
1735177080,4,2024-12-26 01:38:00,Deep,2024-12-26 02:38
1735177200,4,2024-12-26 01:40:00,Deep,2024-12-26 02:40
1735177620,2,2024-12-26 01:47:00,REM,2024-12-26 02:47
1735178100,3,2024-12-26 01:55:00,Light,2024-12-26 02:55
1735179240,4,2024-12-26 02:14:00,Deep,2024-12-26 03:14
1735179360,4,2024-12-26 02:16:00,Deep,2024-12-26 03:16
1735179900,2,2024-12-26 02:25:00,REM,2024-12-26 03:25
1735180200,3,2024-12-26 02:30:00,Light,2024-12-26 03:30
1735181100,4,2024-12-26 02:45:00,Deep,2024-12-26 03:45
1735181760,4,2024-12-26 02:56:00,Deep,2024-12-26 03:56
1735182240,2,2024-12-26 03:04:00,REM,2024-12-26 04:04
1735183260,4,2024-12-26 03:21:00,Deep,2024-12-26 04:21
1735183800,2,2024-12-26 03:30:00,REM,2024-12-26 04:30
1735184400,3,2024-12-26 03:40:00,Light,2024-12-26 04:40
1735185420,4,2024-12-26 03:57:00,Deep,2024-12-26 04:57
1735186260,4,2024-12-26 04:11:00,Deep,2024-12-26 05:11
1735186380,2,2024-12-26 04:13:00,REM,2024-12-26 05:13
1735186620,2,2024-12-26 04:17:00,REM,2024-12-26 05:17
1735186800,3,2024-12-26 04:20:00,Light,2024-12-26 05:20
1735187220,3,2024-12-26 04:27:00,Light,2024-12-26 05:27
1735188540,4,2024-12-26 04:49:00,Deep,2024-12-26 05:49
1735188660,4,2024-12-26 04:51:00,Deep,2024-12-26 05:51
1735189020,2,2024-12-26 04:57:00,REM,2024-12-26 05:57
1735190520,4,2024-12-26 05:22:00,Deep,2024-12-26 06:22
1735190700,3,2024-12-26 05:25:00,Light,2024-12-26 06:25
1735190940,4,2024-12-26 05:29:00,Deep,2024-12-26 06:29
1735191180,3,2024-12-26 05:33:00,Light,2024-12-26 06:33
1735191360,3,2024-12-26 05:36:00,Light,2024-12-26 06:36
1735191780,5,2024-12-26 05:43:00,Awake,2024-12-26 06:43
1735192980,4,2024-12-26 06:03:00,Deep,2024-12-26 07:03
1735193520,3,2024-12-26 06:12:00,Light,2024-12-26 07:12
1735195260,2,2024-12-26 06:41:00,REM,2024-12-26 07:41
1735196280,3,2024-12-26 06:58:00,Light,2024-12-26 07:58
1735197360,2,2024-12-26 07:16:00,REM,2024-12-26 08:16
1735199160,4,2024-12-26 07:46:00,Deep,2024-12-26 08:46
1735199940,3,2024-12-26 07:59:00,Light,2024-12-26 08:59
1735200420,2,2024-12-26 08:07:00,REM,2024-12-26 09:07
1735201020,3,2024-12-26 08:17:00,Light,2024-12-26 09:17
1735202880,4,2024-12-26 08:48:00,Deep,2024-12-26 09:48
1735203360,3,2024-12-26 08:56:00,Light,2024-12-26 09:56
1735213500,3,2024-12-26 11:45:00,Light,2024-12-26 12:45
1735215120,2,2024-12-26 12:12:00,REM,2024-12-26 13:12
1735215420,3,2024-12-26 12:17:00,Light,2024-12-26 13:17
1735215840,5,2024-12-26 12:24:00,Awake,2024-12-26 13:24
1735216860,3,2024-12-26 12:41:00,Light,2024-12-26 13:41
1735220340,5,2024-12-26 13:39:00,Awake,2024-12-26 14:39
1735220940,3,2024-12-26 13:49:00,Light,2024-12-26 14:49
1735221180,2,2024-12-26 13:53:00,REM,2024-12-26 14:53
1735223460,3,2024-12-26 14:31:00,Light,2024-12-26 15:31
1735223760,4,2024-12-26 14:36:00,Deep,2024-12-26 15:36
1735224000,2,2024-12-26 14:40:00,REM,2024-12-26 15:40
1735224960,3,2024-12-26 14:56:00,Light,2024-12-26 15:56
1735225200,5,2024-12-26 15:00:00,Awake,2024-12-26 16:00
1735225800,3,2024-12-26 15:10:00,Light,2024-12-26 16:10
1735227960,4,2024-12-26 15:46:00,Deep,2024-12-26 16:46
1735228320,2,2024-12-26 15:52:00,REM,2024-12-26 16:52
1735228620,4,2024-12-26 15:57:00,Deep,2024-12-26 16:57
1735228920,2,2024-12-26 16:02:00,REM,2024-12-26 17:02
1735229100,3,2024-12-26 16:05:00,Light,2024-12-26 17:05
1735229700,4,2024-12-26 16:15:00,Deep,2024-12-26 17:15
1735231200,3,2024-12-26 16:40:00,Light,2024-12-26 17:40
1735262880,3,2024-12-27 01:28:00,Light,2024-12-27 02:28
1735263840,4,2024-12-27 01:44:00,Deep,2024-12-27 02:44
1735264140,3,2024-12-27 01:49:00,Light,2024-12-27 02:49
1735265160,4,2024-12-27 02:06:00,Deep,2024-12-27 03:06
1735265880,2,2024-12-27 02:18:00,REM,2024-12-27 03:18
1735266660,3,2024-12-27 02:31:00,Light,2024-12-27 03:31
1735268160,4,2024-12-27 02:56:00,Deep,2024-12-27 03:56
1735269840,2,2024-12-27 03:24:00,REM,2024-12-27 04:24
1735270560,3,2024-12-27 03:36:00,Light,2024-12-27 04:36
1735272660,4,2024-12-27 04:11:00,Deep,2024-12-27 05:11
1735273920,3,2024-12-27 04:32:00,Light,2024-12-27 05:32
1735275840,4,2024-12-27 05:04:00,Deep,2024-12-27 06:04
1735276320,2,2024-12-27 05:12:00,REM,2024-12-27 06:12
1735277520,4,2024-12-27 05:32:00,Deep,2024-12-27 06:32
1735278000,2,2024-12-27 05:40:00,REM,2024-12-27 06:40
1735279260,3,2024-12-27 06:01:00,Light,2024-12-27 07:01
1735279860,4,2024-12-27 06:11:00,Deep,2024-12-27 07:11
1735280400,2,2024-12-27 06:20:00,REM,2024-12-27 07:20
1735280820,3,2024-12-27 06:27:00,Light,2024-12-27 07:27
1735281360,2,2024-12-27 06:36:00,REM,2024-12-27 07:36
1735282200,4,2024-12-27 06:50:00,Deep,2024-12-27 07:50
1735282620,3,2024-12-27 06:57:00,Light,2024-12-27 07:57
1735350540,3,2024-12-28 01:49:00,Light,2024-12-28 02:49
1735350840,2,2024-12-28 01:54:00,REM,2024-12-28 02:54
1735351560,4,2024-12-28 02:06:00,Deep,2024-12-28 03:06
1735351800,2,2024-12-28 02:10:00,REM,2024-12-28 03:10
1735352040,4,2024-12-28 02:14:00,Deep,2024-12-28 03:14
1735353180,2,2024-12-28 02:33:00,REM,2024-12-28 03:33
1735353420,2,2024-12-28 02:37:00,REM,2024-12-28 03:37
1735354380,3,2024-12-28 02:53:00,Light,2024-12-28 03:53
1735355940,4,2024-12-28 03:19:00,Deep,2024-12-28 04:19
1735356480,4,2024-12-28 03:28:00,Deep,2024-12-28 04:28
1735356720,2,2024-12-28 03:32:00,REM,2024-12-28 04:32
1735357320,4,2024-12-28 03:42:00,Deep,2024-12-28 04:42
1735357920,2,2024-12-28 03:52:00,REM,2024-12-28 04:52
1735358880,4,2024-12-28 04:08:00,Deep,2024-12-28 05:08
1735360140,2,2024-12-28 04:29:00,REM,2024-12-28 05:29
1735360800,3,2024-12-28 04:40:00,Light,2024-12-28 05:40
1735363380,4,2024-12-28 05:23:00,Deep,2024-12-28 06:23
1735363440,4,2024-12-28 05:24:00,Deep,2024-12-28 06:24
1735363680,2,2024-12-28 05:28:00,REM,2024-12-28 06:28
1735364460,3,2024-12-28 05:41:00,Light,2024-12-28 06:41
1735364880,4,2024-12-28 05:48:00,Deep,2024-12-28 06:48
1735364940,4,2024-12-28 05:49:00,Deep,2024-12-28 06:49
1735365540,2,2024-12-28 05:59:00,REM,2024-12-28 06:59
1735366020,2,2024-12-28 06:07:00,REM,2024-12-28 07:07
1735366860,3,2024-12-28 06:21:00,Light,2024-12-28 07:21
1735368600,4,2024-12-28 06:50:00,Deep,2024-12-28 07:50
1735368900,2,2024-12-28 06:55:00,REM,2024-12-28 07:55
1735369140,2,2024-12-28 06:59:00,REM,2024-12-28 07:59
1735369560,3,2024-12-28 07:06:00,Light,2024-12-28 08:06
1735369800,3,2024-12-28 07:10:00,Light,2024-12-28 08:10
1735370640,4,2024-12-28 07:24:00,Deep,2024-12-28 08:24
1735370820,2,2024-12-28 07:27:00,REM,2024-12-28 08:27
1735370940,3,2024-12-28 07:29:00,Light,2024-12-28 08:29
1735374420,4,2024-12-28 08:27:00,Deep,2024-12-28 09:27
1735374900,4,2024-12-28 08:35:00,Deep,2024-12-28 09:35
1735375680,3,2024-12-28 08:48:00,Light,2024-12-28 09:48
1735376160,3,2024-12-28 08:56:00,Light,2024-12-28 09:56
1735377000,2,2024-12-28 09:10:00,REM,2024-12-28 10:10
1735377120,2,2024-12-28 09:12:00,REM,2024-12-28 10:12
1735378380,4,2024-12-28 09:33:00,Deep,2024-12-28 10:33
1735379100,3,2024-12-28 09:45:00,Light,2024-12-28 10:45
1735379280,3,2024-12-28 09:48:00,Light,2024-12-28 10:48
1735379340,5,2024-12-28 09:49:00,Awake,2024-12-28 10:49
1735382400,3,2024-12-28 10:40:00,Light,2024-12-28 11:40
1735385880,4,2024-12-28 11:38:00,Deep,2024-12-28 12:38
1735386120,3,2024-12-28 11:42:00,Light,2024-12-28 12:42
1735432320,3,2024-12-29 00:32:00,Light,2024-12-29 01:32
1735433460,2,2024-12-29 00:51:00,REM,2024-12-29 01:51
1735433640,4,2024-12-29 00:54:00,Deep,2024-12-29 01:54
1735433760,2,2024-12-29 00:56:00,REM,2024-12-29 01:56
1735433940,2,2024-12-29 00:59:00,REM,2024-12-29 01:59
1735434360,3,2024-12-29 01:06:00,Light,2024-12-29 02:06
1735435080,4,2024-12-29 01:18:00,Deep,2024-12-29 02:18
1735435620,2,2024-12-29 01:27:00,REM,2024-12-29 02:27
1735436460,3,2024-12-29 01:41:00,Light,2024-12-29 02:41
1735437720,4,2024-12-29 02:02:00,Deep,2024-12-29 03:02
1735437840,4,2024-12-29 02:04:00,Deep,2024-12-29 03:04
1735438380,2,2024-12-29 02:13:00,REM,2024-12-29 03:13
1735439400,4,2024-12-29 02:30:00,Deep,2024-12-29 03:30
1735440540,2,2024-12-29 02:49:00,REM,2024-12-29 03:49
1735441560,3,2024-12-29 03:06:00,Light,2024-12-29 04:06
1735442820,4,2024-12-29 03:27:00,Deep,2024-12-29 04:27
1735442880,2,2024-12-29 03:28:00,REM,2024-12-29 04:28
1735443120,2,2024-12-29 03:32:00,REM,2024-12-29 04:32
1735443840,4,2024-12-29 03:44:00,Deep,2024-12-29 04:44
1735444080,4,2024-12-29 03:48:00,Deep,2024-12-29 04:48
1735444500,2,2024-12-29 03:55:00,REM,2024-12-29 04:55
1735445520,4,2024-12-29 04:12:00,Deep,2024-12-29 05:12
1735446180,2,2024-12-29 04:23:00,REM,2024-12-29 05:23
1735447200,3,2024-12-29 04:40:00,Light,2024-12-29 05:40
1735447860,4,2024-12-29 04:51:00,Deep,2024-12-29 05:51
1735448700,2,2024-12-29 05:05:00,REM,2024-12-29 06:05
1735449480,3,2024-12-29 05:18:00,Light,2024-12-29 06:18
1735451580,4,2024-12-29 05:53:00,Deep,2024-12-29 06:53
1735451940,2,2024-12-29 05:59:00,REM,2024-12-29 06:59
1735452180,2,2024-12-29 06:03:00,REM,2024-12-29 07:03
1735452420,3,2024-12-29 06:07:00,Light,2024-12-29 07:07
1735452660,3,2024-12-29 06:11:00,Light,2024-12-29 07:11
1735453200,4,2024-12-29 06:20:00,Deep,2024-12-29 07:20
1735453560,4,2024-12-29 06:26:00,Deep,2024-12-29 07:26
1735454100,2,2024-12-29 06:35:00,REM,2024-12-29 07:35
1735454640,3,2024-12-29 06:44:00,Light,2024-12-29 07:44
1735455780,4,2024-12-29 07:03:00,Deep,2024-12-29 08:03
1735456020,3,2024-12-29 07:07:00,Light,2024-12-29 08:07
1735456500,3,2024-12-29 07:15:00,Light,2024-12-29 08:15
1735457760,4,2024-12-29 07:36:00,Deep,2024-12-29 08:36
1735457940,5,2024-12-29 07:39:00,Awake,2024-12-29 08:39
1735458660,4,2024-12-29 07:51:00,Deep,2024-12-29 08:51
1735458900,3,2024-12-29 07:55:00,Light,2024-12-29 08:55
1735516680,3,2024-12-29 23:58:00,Light,2024-12-30 00:58
1735517760,4,2024-12-30 00:16:00,Deep,2024-12-30 01:16
1735518060,3,2024-12-30 00:21:00,Light,2024-12-30 01:21
1735519440,2,2024-12-30 00:44:00,REM,2024-12-30 01:44
1735520400,3,2024-12-30 01:00:00,Light,2024-12-30 02:00
1735521720,4,2024-12-30 01:22:00,Deep,2024-12-30 02:22
1735522320,2,2024-12-30 01:32:00,REM,2024-12-30 02:32
1735523040,3,2024-12-30 01:44:00,Light,2024-12-30 02:44
1735523640,4,2024-12-30 01:54:00,Deep,2024-12-30 02:54
1735524180,2,2024-12-30 02:03:00,REM,2024-12-30 03:03
1735524960,4,2024-12-30 02:16:00,Deep,2024-12-30 03:16
1735525620,3,2024-12-30 02:27:00,Light,2024-12-30 03:27
1735528260,4,2024-12-30 03:11:00,Deep,2024-12-30 04:11
1735528920,2,2024-12-30 03:22:00,REM,2024-12-30 04:22
1735530360,4,2024-12-30 03:46:00,Deep,2024-12-30 04:46
1735531200,3,2024-12-30 04:00:00,Light,2024-12-30 05:00
1735534380,2,2024-12-30 04:53:00,REM,2024-12-30 05:53
1735534860,4,2024-12-30 05:01:00,Deep,2024-12-30 06:01
1735535820,2,2024-12-30 05:17:00,REM,2024-12-30 06:17
1735536900,4,2024-12-30 05:35:00,Deep,2024-12-30 06:35
1735537740,2,2024-12-30 05:49:00,REM,2024-12-30 06:49
1735538520,3,2024-12-30 06:02:00,Light,2024-12-30 07:02
1735540140,4,2024-12-30 06:29:00,Deep,2024-12-30 07:29
1735540740,2,2024-12-30 06:39:00,REM,2024-12-30 07:39
1735540980,3,2024-12-30 06:43:00,Light,2024-12-30 07:43
1735541700,4,2024-12-30 06:55:00,Deep,2024-12-30 07:55
1735542120,3,2024-12-30 07:02:00,Light,2024-12-30 08:02
1735601460,3,2024-12-30 23:31:00,Light,2024-12-31 00:31
1735602660,2,2024-12-30 23:51:00,REM,2024-12-31 00:51
1735603080,3,2024-12-30 23:58:00,Light,2024-12-31 00:58
1735606080,4,2024-12-31 00:48:00,Deep,2024-12-31 01:48
1735607400,2,2024-12-31 01:10:00,REM,2024-12-31 02:10
1735608360,3,2024-12-31 01:26:00,Light,2024-12-31 02:26
1735609560,4,2024-12-31 01:46:00,Deep,2024-12-31 02:46
1735610880,3,2024-12-31 02:08:00,Light,2024-12-31 03:08
1735612740,4,2024-12-31 02:39:00,Deep,2024-12-31 03:39
1735613400,2,2024-12-31 02:50:00,REM,2024-12-31 03:50
1735614000,3,2024-12-31 03:00:00,Light,2024-12-31 04:00
1735614300,4,2024-12-31 03:05:00,Deep,2024-12-31 04:05
1735614840,2,2024-12-31 03:14:00,REM,2024-12-31 04:14
1735616040,3,2024-12-31 03:34:00,Light,2024-12-31 04:34
1735616940,4,2024-12-31 03:49:00,Deep,2024-12-31 04:49
1735617240,3,2024-12-31 03:54:00,Light,2024-12-31 04:54
1735618380,4,2024-12-31 04:13:00,Deep,2024-12-31 05:13
1735618740,2,2024-12-31 04:19:00,REM,2024-12-31 05:19
1735619220,3,2024-12-31 04:27:00,Light,2024-12-31 05:27
1735620060,4,2024-12-31 04:41:00,Deep,2024-12-31 05:41
1735620420,2,2024-12-31 04:47:00,REM,2024-12-31 05:47
1735622160,3,2024-12-31 05:16:00,Light,2024-12-31 06:16
1735624020,4,2024-12-31 05:47:00,Deep,2024-12-31 06:47
1735624560,3,2024-12-31 05:56:00,Light,2024-12-31 06:56
1735624860,2,2024-12-31 06:01:00,REM,2024-12-31 07:01
1735626900,3,2024-12-31 06:35:00,Light,2024-12-31 07:35
1735628700,4,2024-12-31 07:05:00,Deep,2024-12-31 08:05
1735629300,3,2024-12-31 07:15:00,Light,2024-12-31 08:15
1735629900,4,2024-12-31 07:25:00,Deep,2024-12-31 08:25
1735630320,2,2024-12-31 07:32:00,REM,2024-12-31 08:32
1735632420,3,2024-12-31 08:07:00,Light,2024-12-31 09:07
1735633980,4,2024-12-31 08:33:00,Deep,2024-12-31 09:33
1735635360,3,2024-12-31 08:56:00,Light,2024-12-31 09:56
1735688640,3,2024-12-31 23:44:00,Light,2025-01-01 00:44
1735691100,4,2025-01-01 00:25:00,Deep,2025-01-01 01:25
1735691160,2,2025-01-01 00:26:00,REM,2025-01-01 01:26
1735691640,4,2025-01-01 00:34:00,Deep,2025-01-01 01:34
1735691700,4,2025-01-01 00:35:00,Deep,2025-01-01 01:35
1735692540,3,2025-01-01 00:49:00,Light,2025-01-01 01:49
1735692660,2,2025-01-01 00:51:00,REM,2025-01-01 01:51
1735693020,4,2025-01-01 00:57:00,Deep,2025-01-01 01:57
1735693140,4,2025-01-01 00:59:00,Deep,2025-01-01 01:59
1735693440,2,2025-01-01 01:04:00,REM,2025-01-01 02:04
1735693560,2,2025-01-01 01:06:00,REM,2025-01-01 02:06
1735693860,3,2025-01-01 01:11:00,Light,2025-01-01 02:11
1735693980,3,2025-01-01 01:13:00,Light,2025-01-01 02:13
1735696080,4,2025-01-01 01:48:00,Deep,2025-01-01 02:48
1735696260,4,2025-01-01 01:51:00,Deep,2025-01-01 02:51
1735696560,2,2025-01-01 01:56:00,REM,2025-01-01 02:56
1735696980,2,2025-01-01 02:03:00,REM,2025-01-01 03:03
1735697340,4,2025-01-01 02:09:00,Deep,2025-01-01 03:09
1735698180,4,2025-01-01 02:23:00,Deep,2025-01-01 03:23
1735698300,2,2025-01-01 02:25:00,REM,2025-01-01 03:25
1735699080,4,2025-01-01 02:38:00,Deep,2025-01-01 03:38
1735699620,2,2025-01-01 02:47:00,REM,2025-01-01 03:47
1735699980,2,2025-01-01 02:53:00,REM,2025-01-01 03:53
1735700820,3,2025-01-01 03:07:00,Light,2025-01-01 04:07
1735701120,4,2025-01-01 03:12:00,Deep,2025-01-01 04:12
1735701240,2,2025-01-01 03:14:00,REM,2025-01-01 04:14
1735701540,4,2025-01-01 03:19:00,Deep,2025-01-01 04:19
1735702140,3,2025-01-01 03:29:00,Light,2025-01-01 04:29
1735702260,4,2025-01-01 03:31:00,Deep,2025-01-01 04:31
1735702860,2,2025-01-01 03:41:00,REM,2025-01-01 04:41
1735702980,2,2025-01-01 03:43:00,REM,2025-01-01 04:43
1735703640,3,2025-01-01 03:54:00,Light,2025-01-01 04:54
1735703760,3,2025-01-01 03:56:00,Light,2025-01-01 04:56
1735704360,4,2025-01-01 04:06:00,Deep,2025-01-01 05:06
1735704600,2,2025-01-01 04:10:00,REM,2025-01-01 05:10
1735704900,3,2025-01-01 04:15:00,Light,2025-01-01 05:15
1735705140,3,2025-01-01 04:19:00,Light,2025-01-01 05:19
1735706460,4,2025-01-01 04:41:00,Deep,2025-01-01 05:41
1735707360,4,2025-01-01 04:56:00,Deep,2025-01-01 05:56
1735707480,2,2025-01-01 04:58:00,REM,2025-01-01 05:58
1735708140,2,2025-01-01 05:09:00,REM,2025-01-01 06:09
1735708440,3,2025-01-01 05:14:00,Light,2025-01-01 06:14
1735708680,3,2025-01-01 05:18:00,Light,2025-01-01 06:18
1735709220,4,2025-01-01 05:27:00,Deep,2025-01-01 06:27
1735709460,2,2025-01-01 05:31:00,REM,2025-01-01 06:31
1735709700,3,2025-01-01 05:35:00,Light,2025-01-01 06:35
1735710840,2,2025-01-01 05:54:00,REM,2025-01-01 06:54
1735711140,4,2025-01-01 05:59:00,Deep,2025-01-01 06:59
1735711500,2,2025-01-01 06:05:00,REM,2025-01-01 07:05
1735712100,4,2025-01-01 06:15:00,Deep,2025-01-01 07:15
1735712520,4,2025-01-01 06:22:00,Deep,2025-01-01 07:22
1735712880,2,2025-01-01 06:28:00,REM,2025-01-01 07:28
1735714200,4,2025-01-01 06:50:00,Deep,2025-01-01 07:50
1735714260,4,2025-01-01 06:51:00,Deep,2025-01-01 07:51
1735714680,3,2025-01-01 06:58:00,Light,2025-01-01 07:58
1735714800,3,2025-01-01 07:00:00,Light,2025-01-01 08:00
1735714920,5,2025-01-01 07:02:00,Awake,2025-01-01 08:02
1735715160,3,2025-01-01 07:06:00,Light,2025-01-01 08:06
1735716900,4,2025-01-01 07:35:00,Deep,2025-01-01 08:35
1735717320,2,2025-01-01 07:42:00,REM,2025-01-01 08:42
1735717740,3,2025-01-01 07:49:00,Light,2025-01-01 08:49
1735718220,4,2025-01-01 07:57:00,Deep,2025-01-01 08:57
1735718520,3,2025-01-01 08:02:00,Light,2025-01-01 09:02
1735779660,3,2025-01-02 01:01:00,Light,2025-01-02 02:01
1735781100,4,2025-01-02 01:25:00,Deep,2025-01-02 02:25
1735781160,4,2025-01-02 01:26:00,Deep,2025-01-02 02:26
1735781220,4,2025-01-02 01:27:00,Deep,2025-01-02 02:27
1735782000,2,2025-01-02 01:40:00,REM,2025-01-02 02:40
1735782420,3,2025-01-02 01:47:00,Light,2025-01-02 02:47
1735783140,4,2025-01-02 01:59:00,Deep,2025-01-02 02:59
1735783620,4,2025-01-02 02:07:00,Deep,2025-01-02 03:07
1735783680,4,2025-01-02 02:08:00,Deep,2025-01-02 03:08
1735783920,4,2025-01-02 02:12:00,Deep,2025-01-02 03:12
1735785000,2,2025-01-02 02:30:00,REM,2025-01-02 03:30
1735785420,3,2025-01-02 02:37:00,Light,2025-01-02 03:37
1735785960,3,2025-01-02 02:46:00,Light,2025-01-02 03:46
1735786140,4,2025-01-02 02:49:00,Deep,2025-01-02 03:49
1735786200,4,2025-01-02 02:50:00,Deep,2025-01-02 03:50
1735786260,4,2025-01-02 02:51:00,Deep,2025-01-02 03:51
1735786320,4,2025-01-02 02:52:00,Deep,2025-01-02 03:52
1735786500,2,2025-01-02 02:55:00,REM,2025-01-02 03:55
1735786740,3,2025-01-02 02:59:00,Light,2025-01-02 03:59
1735786800,2,2025-01-02 03:00:00,REM,2025-01-02 04:00
1735786920,3,2025-01-02 03:02:00,Light,2025-01-02 04:02
1735787700,4,2025-01-02 03:15:00,Deep,2025-01-02 04:15
1735787760,4,2025-01-02 03:16:00,Deep,2025-01-02 04:16
1735787880,4,2025-01-02 03:18:00,Deep,2025-01-02 04:18
1735788240,2,2025-01-02 03:24:00,REM,2025-01-02 04:24
1735788480,3,2025-01-02 03:28:00,Light,2025-01-02 04:28
1735789320,4,2025-01-02 03:42:00,Deep,2025-01-02 04:42
1735789380,4,2025-01-02 03:43:00,Deep,2025-01-02 04:43
1735790220,4,2025-01-02 03:57:00,Deep,2025-01-02 04:57
1735790340,4,2025-01-02 03:59:00,Deep,2025-01-02 04:59
1735791000,3,2025-01-02 04:10:00,Light,2025-01-02 05:10
1735792080,3,2025-01-02 04:28:00,Light,2025-01-02 05:28
1735792140,4,2025-01-02 04:29:00,Deep,2025-01-02 05:29
1735792740,3,2025-01-02 04:39:00,Light,2025-01-02 05:39
1735792860,4,2025-01-02 04:41:00,Deep,2025-01-02 05:41
1735793160,4,2025-01-02 04:46:00,Deep,2025-01-02 05:46
1735793280,2,2025-01-02 04:48:00,REM,2025-01-02 05:48
1735793520,2,2025-01-02 04:52:00,REM,2025-01-02 05:52
1735794420,3,2025-01-02 05:07:00,Light,2025-01-02 06:07
1735795260,4,2025-01-02 05:21:00,Deep,2025-01-02 06:21
1735795320,4,2025-01-02 05:22:00,Deep,2025-01-02 06:22
1735795500,2,2025-01-02 05:25:00,REM,2025-01-02 06:25
1735795680,3,2025-01-02 05:28:00,Light,2025-01-02 06:28
1735796760,3,2025-01-02 05:46:00,Light,2025-01-02 06:46
1735797360,3,2025-01-02 05:56:00,Light,2025-01-02 06:56
1735797600,3,2025-01-02 06:00:00,Light,2025-01-02 07:00
1735798140,4,2025-01-02 06:09:00,Deep,2025-01-02 07:09
1735798260,4,2025-01-02 06:11:00,Deep,2025-01-02 07:11
1735798980,4,2025-01-02 06:23:00,Deep,2025-01-02 07:23
1735799340,4,2025-01-02 06:29:00,Deep,2025-01-02 07:29
1735799700,2,2025-01-02 06:35:00,REM,2025-01-02 07:35
1735800480,3,2025-01-02 06:48:00,Light,2025-01-02 07:48
1735800720,4,2025-01-02 06:52:00,Deep,2025-01-02 07:52
1735800780,4,2025-01-02 06:53:00,Deep,2025-01-02 07:53
1735800840,4,2025-01-02 06:54:00,Deep,2025-01-02 07:54
1735800960,4,2025-01-02 06:56:00,Deep,2025-01-02 07:56
1735801020,3,2025-01-02 06:57:00,Light,2025-01-02 07:57
1735801200,5,2025-01-02 07:00:00,Awake,2025-01-02 08:00
1735801260,3,2025-01-02 07:01:00,Light,2025-01-02 08:01
1735801500,4,2025-01-02 07:05:00,Deep,2025-01-02 08:05
1735801680,2,2025-01-02 07:08:00,REM,2025-01-02 08:08
1735802880,3,2025-01-02 07:28:00,Light,2025-01-02 08:28
1735803300,3,2025-01-02 07:35:00,Light,2025-01-02 08:35
1735803360,3,2025-01-02 07:36:00,Light,2025-01-02 08:36
1735803840,2,2025-01-02 07:44:00,REM,2025-01-02 08:44
1735804080,4,2025-01-02 07:48:00,Deep,2025-01-02 08:48
1735804260,3,2025-01-02 07:51:00,Light,2025-01-02 08:51
1735804440,2,2025-01-02 07:54:00,REM,2025-01-02 08:54
1735804980,3,2025-01-02 08:03:00,Light,2025-01-02 09:03
1735805520,4,2025-01-02 08:12:00,Deep,2025-01-02 09:12
1735805760,3,2025-01-02 08:16:00,Light,2025-01-02 09:16
1735805880,4,2025-01-02 08:18:00,Deep,2025-01-02 09:18
1735806120,4,2025-01-02 08:22:00,Deep,2025-01-02 09:22
1735806360,3,2025-01-02 08:26:00,Light,2025-01-02 09:26
1735806720,2,2025-01-02 08:32:00,REM,2025-01-02 09:32
1735807680,3,2025-01-02 08:48:00,Light,2025-01-02 09:48
1735807920,3,2025-01-02 08:52:00,Light,2025-01-02 09:52
1735808160,3,2025-01-02 08:56:00,Light,2025-01-02 09:56
1735809900,4,2025-01-02 09:25:00,Deep,2025-01-02 10:25
1735810200,4,2025-01-02 09:30:00,Deep,2025-01-02 10:30
1735810500,4,2025-01-02 09:35:00,Deep,2025-01-02 10:35
1735810860,3,2025-01-02 09:41:00,Light,2025-01-02 10:41
1735810980,2,2025-01-02 09:43:00,REM,2025-01-02 10:43
1735811400,3,2025-01-02 09:50:00,Light,2025-01-02 10:50
1735812000,3,2025-01-02 10:00:00,Light,2025-01-02 11:00
1735812060,3,2025-01-02 10:01:00,Light,2025-01-02 11:01
1735812480,4,2025-01-02 10:08:00,Deep,2025-01-02 11:08
1735812660,3,2025-01-02 10:11:00,Light,2025-01-02 11:11
1735812840,3,2025-01-02 10:14:00,Light,2025-01-02 11:14
1735812900,3,2025-01-02 10:15:00,Light,2025-01-02 11:15
1735812960,2,2025-01-02 10:16:00,REM,2025-01-02 11:16
1735813560,4,2025-01-02 10:26:00,Deep,2025-01-02 11:26
1735813740,3,2025-01-02 10:29:00,Light,2025-01-02 11:29
1735814040,5,2025-01-02 10:34:00,Awake,2025-01-02 11:34
1735814640,3,2025-01-02 10:44:00,Light,2025-01-02 11:44
1735814820,4,2025-01-02 10:47:00,Deep,2025-01-02 11:47
1735815000,2,2025-01-02 10:50:00,REM,2025-01-02 11:50
1735815120,3,2025-01-02 10:52:00,Light,2025-01-02 11:52
1735815480,3,2025-01-02 10:58:00,Light,2025-01-02 11:58
1735815600,2,2025-01-02 11:00:00,REM,2025-01-02 12:00
1735815780,4,2025-01-02 11:03:00,Deep,2025-01-02 12:03
1735815960,2,2025-01-02 11:06:00,REM,2025-01-02 12:06
1735816680,3,2025-01-02 11:18:00,Light,2025-01-02 12:18
1735817160,3,2025-01-02 11:26:00,Light,2025-01-02 12:26
1735818540,4,2025-01-02 11:49:00,Deep,2025-01-02 12:49
